  x      y     z      t      dx      dy      dz      dt      p         dp        n
  -340.0    578.909     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    578.909     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    570.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    570.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    570.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    570.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    560.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    560.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    560.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    560.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    550.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    550.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    550.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    550.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    518.159     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    518.159     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    518.159     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    518.159     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    510.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    510.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    510.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    510.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    500.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    500.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    500.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    500.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    490.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    490.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    490.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    490.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    457.409     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    457.409     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    457.409     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    457.409     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    450.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    450.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    450.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    450.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    440.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    440.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    440.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    440.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    430.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    430.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    430.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    430.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    396.659     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    396.659     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    396.659     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    396.659     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    390.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    390.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    390.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    390.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    380.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    380.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    380.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    380.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    370.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    370.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    370.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    370.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    335.909     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    335.909     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    335.909     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    335.909     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    330.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    330.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    330.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    330.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    320.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    320.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    320.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    320.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    310.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    310.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    310.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    310.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    275.159     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    275.159     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    275.159     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    275.159     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    270.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    270.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    270.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    270.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    260.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    260.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    260.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    260.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    250.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    250.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    250.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    250.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    214.41     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    214.41     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    214.41     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    214.41     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    210.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    210.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    210.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    210.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    200.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    200.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    200.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  -340.0    200.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
